name,first_name,start_date_written,end_date_written,gender,place_of_birth,place_of_death,xml_id
Kainz,Alois,1964-05-22,,male,http://www.wikidata.org/entity/Q661747,,PAD_02998
Kuss-Bergner,Angelika,1972-11-06,,female,http://www.wikidata.org/entity/Q41753,,PAD_03129
Ferrero-Waldner,Benita,1948-09-05,,female,http://www.wikidata.org/entity/Q34713,,PAD_03130
Gehrer,Elisabeth,1942-05-11,,female,http://www.wikidata.org/entity/Q1741,,PAD_03131
Smolle,Josef,1958-08-23,,male,http://www.wikidata.org/entity/Q659860,,PAD_03132
Smodics-Neumann,Maria,1970-04-05,,female,http://www.wikidata.org/entity/Q1741,,PAD_03133
Trenk,Josef,1946-09-26,2016-03-09,male,http://www.wikidata.org/entity/Q265948,http://www.wikidata.org/entity/Q659984,PAD_03150
Schartel,Andrea-Michaela,1964-06-30,,female,http://www.wikidata.org/entity/Q13298,,PAD_03155
Gruber,Renate,1967-09-12,,female,http://www.wikidata.org/entity/Q280450,,PAD_03445
Jung,Wolfgang,1948-03-15,,male,http://www.wikidata.org/entity/Q671021,,PAD_03451
Horngacher,Katharina,1941-09-21,,female,http://www.wikidata.org/entity/Q486341,,PAD_03591
Єгер,Inge,1949-03-28,,female,http://www.wikidata.org/entity/Q251325,,PAD_03592
Koller,Franz,1947-05-06,,male,http://www.wikidata.org/entity/Q701754,,PAD_03596
Riepl,Franz,1949-03-23,,male,http://www.wikidata.org/entity/Q1741,,PAD_03599
Tegischer,Brigitte,1960-02-10,,female,http://www.wikidata.org/entity/Q336250,,PAD_03601
Trinkl,Josef,1951-07-13,2004-04-26,male,http://www.wikidata.org/entity/Q279823,,PAD_03602
Neugebauer,Fritz,1944,,male,http://www.wikidata.org/entity/Q1741,,PAD_03604
Kröll,Hermann,1939-06-11,2016-09-17,male,http://www.wikidata.org/entity/Q689336,http://www.wikidata.org/entity/Q254221,PAD_03605
Lackner,Manfred,1946-09-29,,male,http://www.wikidata.org/entity/Q494604,,PAD_03611
Ablinger,Sonja,1966-05-12,,female,http://www.wikidata.org/entity/Q178582,,PAD_03612
Prinzhorn,Thomas,1943-03-05,,male,http://www.wikidata.org/entity/Q1741,,PAD_03613
Povýšil,Brigitte,1954-03-05,,female,http://www.wikidata.org/entity/Q41329,,PAD_03614
Stampler,Franz,1953-10-09,,male,http://www.wikidata.org/entity/Q688285,,PAD_03691
Salzmann,Gertraud,1964-06-18,,female,http://www.wikidata.org/entity/Q183228,,PAD_03716
Reifenberger,Volker,1979-04-05,,male,http://www.wikidata.org/entity/Q34713,,PAD_03717
Maier,Johann,1952-05-08,,male,http://www.wikidata.org/entity/Q34713,,PAD_03755
Riedler,Wolfgang,1960-05-24,,male,http://www.wikidata.org/entity/Q1741,,PAD_03756
Linser,Franz,1961-06-22,,male,http://www.wikidata.org/entity/Q656017,,PAD_03895
Moser,Josef,1955-10-06,,male,http://www.wikidata.org/entity/Q336250,,PAD_03896
Farnleitner,Johann,1939-04-05,,male,http://www.wikidata.org/entity/Q673759,,PAD_03995
Berger,Maria,1956-08-19,,female,http://www.wikidata.org/entity/Q260186,,PAD_04279
Steinbichler,Leopold,1959-02-26,,male,http://www.wikidata.org/entity/Q671006,,PAD_04395
Edlinger,Rudolf,1940-02-20,2021-08-21,male,http://www.wikidata.org/entity/Q1741,,PAD_04475
Prammer,Barbara,1954-01-11,2014-08-02,female,http://www.wikidata.org/entity/Q611218,http://www.wikidata.org/entity/Q1741,PAD_04476
Wittmann,Peter,1957-03-08,,male,http://www.wikidata.org/entity/Q131612,,PAD_04477
Ruttenstorfer,Wolfgang,1950-10-15,,male,http://www.wikidata.org/entity/Q1741,,PAD_04478
Gaugg,Reinhart,1953-07-17,,male,http://www.wikidata.org/entity/Q487527,,PAD_04535
Gassner,Kurt,1947-04-08,,male,http://www.wikidata.org/entity/Q260186,,PAD_04615
Schöls,Alfred,1951-06-15,,male,http://www.wikidata.org/entity/Q659918,,PAD_04716
Holzner,Andrea,1964-08-24,,female,http://www.wikidata.org/entity/Q505961,,PAD_05010
Kurzmann,Gerhard,1953-10-30,,male,http://www.wikidata.org/entity/Q13298,,PAD_05075
Heinzl,Anton,1953-07-03,,male,http://www.wikidata.org/entity/Q872391,,PAD_05076
Windholz,Ernest,1960-06-04,,male,http://www.wikidata.org/entity/Q752107,,PAD_05098
Schmidhofer,Karl,1962-05-06,,male,http://www.wikidata.org/entity/Q688326,,PAD_05138
Klein,Anneliese,1941-01-20,,female,http://www.wikidata.org/entity/Q1741,,PAD_05195
Marolt,Heinz,1958-05-19,,male,http://www.wikidata.org/entity/Q41753,,PAD_05255
Pendl,Otto,1951-10-29,2021-11-10,male,http://www.wikidata.org/entity/Q871491,,PAD_05375
Bierlein,Brigitte,1949-06-25,2024-06-03,female,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741,PAD_05422
Strobl,Elisabeth,1956-04-12,,female,http://www.wikidata.org/entity/Q178582,,PAD_05423
Patek,Maria,1958-07-13,,female,http://www.wikidata.org/entity/Q278042,,PAD_05425
Zarfl,Brigitte,1962-08-11,,female,http://www.wikidata.org/entity/Q131266,,PAD_05426
Müller,Eduard,1962-08-31,,male,http://www.wikidata.org/entity/Q671259,,PAD_05427
Starlinger,Thomas,1963-01-27,,male,http://www.wikidata.org/entity/Q430449,,PAD_05428
Peschorn,Wolfgang,1965-05-17,,male,http://www.wikidata.org/entity/Q1741,,PAD_05429
Schallenberg,Alexander,1969-06-20,,male,http://www.wikidata.org/entity/Q70,,PAD_05430
Rauskala,Iris,1978-03-14,,female,http://www.wikidata.org/entity/Q1757,,PAD_05431
Stilling,Ines,1976-08-10,,female,http://www.wikidata.org/entity/Q13298,,PAD_05432
Maury,Liliane,1956-12-16,,female,http://www.wikidata.org/entity/Q71,,PAD_05434
Missethon,Hannes,1959-06-26,,male,http://www.wikidata.org/entity/Q675834,,PAD_05435
Brandweiner,Lukas,1989-05-28,,male,http://www.wikidata.org/entity/Q671293,,PAD_05438
Штокер,Christian,1960-03-20,,male,http://www.wikidata.org/entity/Q131612,,PAD_05439
Hager,Doris,1970-01-06,,female,http://www.wikidata.org/entity/Q488315,,PAD_05483
List,Daniela,1968-08-09,,female,http://www.wikidata.org/entity/Q13298,,PAD_05484
Pöttinger,Laurenz,1964-09-25,,male,http://www.wikidata.org/entity/Q256996,,PAD_05486
Schmiedtbauer,Simone,1974-06-08,,female,http://www.wikidata.org/entity/Q13298,,PAD_05488
Thaler,Barbara,1982-02-16,,female,,,PAD_05489
Alexander Bernhuber,Aleksandr,1992-05-18,,male,http://www.wikidata.org/entity/Q21880507,,PAD_05490
Vollath,Bettina,1962-10-29,,female,http://www.wikidata.org/entity/Q13298,,PAD_05491
Heide,Hannes,1966-10-17,,male,http://www.wikidata.org/entity/Q250984,,PAD_05492
Sidl,Günther,1975-03-19,,male,http://www.wikidata.org/entity/Q82500,,PAD_05493
Wiener,Sarah,1962-08-27,,female,http://www.wikidata.org/entity/Q225774,,PAD_05494
Achitz,Bernhard,1965-07-20,,male,http://www.wikidata.org/entity/Q1741,,PAD_05502
Hechenberger,Josef,1974-10-02,,male,http://www.wikidata.org/entity/Q523993,,PAD_05623
Hintner,Hans,1964-01-18,,male,http://www.wikidata.org/entity/Q277965,,PAD_05624
Melchior,Alexander,1981-10-21,,male,http://www.wikidata.org/entity/Q277965,,PAD_05625
Minnich,Andreas,1974-10-02,,male,http://www.wikidata.org/entity/Q1741,,PAD_05626
Reiter,Carina,1988-11-22,,female,http://www.wikidata.org/entity/Q253179,,PAD_05627
Scharzenberger,Corinna,1990-06-24,,female,http://www.wikidata.org/entity/Q254221,,PAD_05629
Schnabel,Joachim,1976-08-10,,male,http://www.wikidata.org/entity/Q693460,,PAD_05630
Totter,Agnes,1974-05-27,,female,http://www.wikidata.org/entity/Q202362,,PAD_05632
Weber,Johann,1965-05-09,,male,http://www.wikidata.org/entity/Q487527,,PAD_05633
Zopf,Bettina,1974-07-19,,female,http://www.wikidata.org/entity/Q430449,,PAD_05634
Drobits,Christian,1968-02-07,,male,http://www.wikidata.org/entity/Q671259,,PAD_05638
Herr,Julia,1992-11-28,,female,http://www.wikidata.org/entity/Q604080,,PAD_05639
Köchl,Klaus,1961-11-28,,male,http://www.wikidata.org/entity/Q494604,,PAD_05640
Köllner,Maximilian,1991-08-25,,male,http://www.wikidata.org/entity/Q126321,,PAD_05641
Lercher,Maximilian,1986-09-24,,male,http://www.wikidata.org/entity/Q605054,,PAD_05642
Oberrauner,Petra,1965-01-27,,female,http://www.wikidata.org/entity/Q483522,,PAD_05643
Schroll,Alois,1968-03-13,,male,http://www.wikidata.org/entity/Q251231,,PAD_05644
Seemayer,Michael,1976-08-17,,male,http://www.wikidata.org/entity/Q251325,,PAD_05645
Silvan,Rudolf,1967-09-22,,male,http://www.wikidata.org/entity/Q277965,,PAD_05646
Vorderwinkler,Petra,1973-01-21,,female,http://www.wikidata.org/entity/Q265948,,PAD_05647
Blimlinger,Eva,1961-09-12,,female,http://www.wikidata.org/entity/Q1741,,PAD_05649
Disoski,Meri,1982-10-04,,female,http://www.wikidata.org/entity/Q1741,,PAD_05650
El-Nagashi,Faika,1976-09-03,,female,http://www.wikidata.org/entity/Q1781,,PAD_05651
Fischer,Ulrike,1972-11-02,,female,http://www.wikidata.org/entity/Q1741,,PAD_05652
Gewessler,Leonore,1977-09-15,,female,http://www.wikidata.org/entity/Q13298,,PAD_05653
Götze,Elisabeth,1966-03-19,,female,http://www.wikidata.org/entity/Q1741,,PAD_05654
Hamann,Sibylle,1966-08-14,,female,http://www.wikidata.org/entity/Q1741,,PAD_05668
Kaineder,Stefan,1985-01-22,,male,http://www.wikidata.org/entity/Q41329,,PAD_05669
Koza,Markus,1970-12-12,,male,http://www.wikidata.org/entity/Q41329,,PAD_05670
Litschauer,Martin,1974-11-19,,male,http://www.wikidata.org/entity/Q660060,,PAD_05671
Nessler,Barbara,1991-03-02,,female,http://www.wikidata.org/entity/Q171219,,PAD_05672
Ribo,Bedrana,1981-11-25,,female,http://www.wikidata.org/entity/Q159818,,PAD_05673
Rössler,Астрыд,1959-05-07,,female,http://www.wikidata.org/entity/Q34713,,PAD_05674
Schallmeiner,Ralph,1976-04-21,,male,http://www.wikidata.org/entity/Q178582,,PAD_05676
Schwarz,Jakob,1985-04-02,,male,http://www.wikidata.org/entity/Q13298,,PAD_05677
Tomaselli,Nina,1985-04-16,,female,http://www.wikidata.org/entity/Q183104,,PAD_05678
Voglauer,Olga,1980-10-03,,female,http://www.wikidata.org/entity/Q662465,,PAD_05679
Weratschnig,Hermann,1975-04-26,,male,http://www.wikidata.org/entity/Q583485,,PAD_05680
Zorba,Süleyman,1993-06-16,,male,http://www.wikidata.org/entity/Q1011964,,PAD_05681
Brandstätter,Helmut,1955-04-24,,male,http://www.wikidata.org/entity/Q1741,,PAD_05682
Brandstötter,Henrike,1975-10-13,,female,http://www.wikidata.org/entity/Q34713,,PAD_05683
Fiedler,Fiona,1976-01-27,,female,http://www.wikidata.org/entity/Q41753,,PAD_05684
Künsberg Sarre,Martina,1976-01-17,,female,http://www.wikidata.org/entity/Q13298,,PAD_05685
Margreiter,Johannes,1958-02-26,,male,http://www.wikidata.org/entity/Q1735,,PAD_05686
Shetty,Yannick,1995-04-26,,male,http://www.wikidata.org/entity/Q1741,,PAD_05687
Ledolter,Johann,1950-05-12,,male,http://www.wikidata.org/entity/Q665243,,PAD_05715
Tilg,Wilfried,1957-01-12,,male,http://www.wikidata.org/entity/Q1735,,PAD_06035
Maier,Ferdinand,1951-09-17,,male,http://www.wikidata.org/entity/Q1741,,PAD_06155
Aschbacher,Christine,1983-07-10,,female,http://www.wikidata.org/entity/Q13298,,PAD_06484
Танэр,Klaudia,1970-05-02,,female,http://www.wikidata.org/entity/Q280450,,PAD_06485
Raab,Susanne,1984-10-20,,female,http://www.wikidata.org/entity/Q251325,,PAD_06486
Neumann,Irene,1974-12-17,,female,http://www.wikidata.org/entity/Q131612,,PAD_06498
Bürstmayr,Georg,1963-04-20,,male,http://www.wikidata.org/entity/Q1741,,PAD_06501
Prammer,Agnes,1977-11-17,,female,http://www.wikidata.org/entity/Q1741,,PAD_06502
Stammler,Clemens,1974-01-31,,male,http://www.wikidata.org/entity/Q251325,,PAD_06503
Grebien,Heike,1987-07-31,,female,http://www.wikidata.org/entity/Q693460,,PAD_06504
Tanda,Alexandra,1962-10-09,,female,http://www.wikidata.org/entity/Q1735,,PAD_06505
Deckenbacher,Romana,1967-01-14,,female,http://www.wikidata.org/entity/Q41329,,PAD_06506
Keuschnigg,Georg,1954-11-12,,male,http://www.wikidata.org/entity/Q699599,,PAD_06735
Grander,Maria,1953-11-29,,female,http://www.wikidata.org/entity/Q1549542,,PAD_06755
Scheuch,Kurt,1967-12-01,,male,http://www.wikidata.org/entity/Q483522,,PAD_06815
Trunk,Melitta,1955-06-17,,female,http://www.wikidata.org/entity/Q483522,,PAD_06817
Teller,Dietrich,1944-04-21,2021-07-30,male,http://www.wikidata.org/entity/Q487527,,PAD_06875
Reheis,Gerhard,1955-01-07,,male,http://www.wikidata.org/entity/Q696137,,PAD_06997
Saxinger,Werner,1966-02-22,,male,http://www.wikidata.org/entity/Q256996,,PAD_07106
Sevignani,Hans,1948-06-30,2015-07-09,male,http://www.wikidata.org/entity/Q486341,,PAD_07156
Mainoni,Eduard,1958-02-10,,male,http://www.wikidata.org/entity/Q34713,,PAD_07236
Ecker,Andrea,1962-04-19,,female,http://www.wikidata.org/entity/Q251231,,PAD_07267
Dobnigg,Karl,1949-05-13,,male,http://www.wikidata.org/entity/Q695606,,PAD_08175
Faul,Christian,1949-06-14,,male,http://www.wikidata.org/entity/Q13298,,PAD_08176
Heinisch-Hosek,Gabriele,1961-12-16,,female,http://www.wikidata.org/entity/Q661877,,PAD_08177
Kuntzl,Andrea,1958-03-31,,female,http://www.wikidata.org/entity/Q1741,,PAD_08178
Muttonen,Christine,1954-07-16,,female,http://www.wikidata.org/entity/Q485294,,PAD_08179
Plank,Brunhilde,1956-03-03,2001-07-31,female,http://www.wikidata.org/entity/Q675678,,PAD_08180
Schasching,Beate,1961-08-24,,female,http://www.wikidata.org/entity/Q178582,,PAD_08181
Sima,Ulrike,1968-08-03,,female,http://www.wikidata.org/entity/Q41753,,PAD_08182
Bauer,Gerhard,1940-12-13,2007-03-23,male,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q259859,PAD_08183
Papházy,Sylvia,1962-08-12,,female,http://www.wikidata.org/entity/Q1741,,PAD_08184
Egghart,Robert,1952-04-15,,male,http://www.wikidata.org/entity/Q1741,,PAD_08185
Fallent,Gerhard,1960-01-26,,male,http://www.wikidata.org/entity/Q668663,,PAD_08186
Graf,Herbert,1947-06-09,,male,http://www.wikidata.org/entity/Q1741,,PAD_08187
Hartinger-Klein,Beate,1959-09-09,,female,http://www.wikidata.org/entity/Q13298,,PAD_08188
Hornegger,Franz,1953-01-16,,male,http://www.wikidata.org/entity/Q253179,,PAD_08189
Knerzl,Anton,1954-11-08,,male,http://www.wikidata.org/entity/Q701762,,PAD_08190
Müller,Hans,1943-08-12,,male,http://www.wikidata.org/entity/Q683242,,PAD_08195
Neudeck,Detlev,1956-02-01,,male,http://www.wikidata.org/entity/Q551981,,PAD_08196
Ortlieb,Patrick,1967-05-17,,male,http://www.wikidata.org/entity/Q1737,,PAD_08197
Pistotnig,Jakob,1945-07-21,2001-07-24,male,http://www.wikidata.org/entity/Q494604,,PAD_08198
Reindl,Hermann,1955-02-09,,male,http://www.wikidata.org/entity/Q475320,,PAD_08199
Schender,Rüdiger,1974-10-20,,male,http://www.wikidata.org/entity/Q41329,,PAD_08200
Schoettel-Delacher,Irina,1962-10-22,,female,http://www.wikidata.org/entity/Q25607,,PAD_08201
Sodian,Andreas,1956-02-26,,male,http://www.wikidata.org/entity/Q688620,,PAD_08202
Staffaneller,Norbert,1941-06-01,,male,,,PAD_08203
Wattaul,Anton,1957-05-13,,male,http://www.wikidata.org/entity/Q661734,,PAD_08204
Weinmeier,Wilhelm,1955-07-01,,male,http://www.wikidata.org/entity/Q616833,,PAD_08205
Zellot,Roland,1955-02-22,,male,http://www.wikidata.org/entity/Q483522,,PAD_08206
Zierler,Theresia,1963-09-30,,female,http://www.wikidata.org/entity/Q674721,,PAD_08207
Baumgartner-Gabitzer,Ulrike,1957-07-16,,female,http://www.wikidata.org/entity/Q1741,,PAD_08208
Gahr,Hermann,1960-07-15,,male,http://www.wikidata.org/entity/Q583485,,PAD_08209
Hornek,Erwin,1959-05-14,,male,http://www.wikidata.org/entity/Q666920,,PAD_08210
Kößl,Günter,1950-09-24,,male,http://www.wikidata.org/entity/Q2475413,,PAD_08211
Lexer,Reinhold,1957-09-16,,male,,,PAD_08212
Miedl,Werner,1955-03-15,,male,http://www.wikidata.org/entity/Q685862,,PAD_08213
Mikl-Leitner,Johanna,1964-02-09,,female,http://www.wikidata.org/entity/Q624352,,PAD_08214
Pecher,Martina,1957-02-25,,female,http://www.wikidata.org/entity/Q1741,,PAD_08215
Prinz,Nikolaus,1962-07-25,,male,http://www.wikidata.org/entity/Q678170,,PAD_08235
Schweisgut,Johannes,1960-11-18,,male,http://www.wikidata.org/entity/Q1735,,PAD_08236
Tancsits,Walter,1951-10-10,,male,http://www.wikidata.org/entity/Q1741,,PAD_08237
Wolfmayr,Andrea,1953-07-16,,female,http://www.wikidata.org/entity/Q643600,,PAD_08238
Brosz,Dieter,1968-11-12,,male,http://www.wikidata.org/entity/Q1741,,PAD_08239
Glawischnig-Piesczek,Eva,1969-02-28,,female,http://www.wikidata.org/entity/Q483522,,PAD_08240
Grünewald,Kurt,1948-04-10,,male,http://www.wikidata.org/entity/Q1735,,PAD_08241
Kogler,Werner,1961-11-20,,male,http://www.wikidata.org/entity/Q368598,,PAD_08242
Lichtenberger,Eva,1954-07-01,,female,http://www.wikidata.org/entity/Q145997,,PAD_08243
Lunacek,Ulrike,1957-05-26,,female,http://www.wikidata.org/entity/Q131266,,PAD_08244
Pirklhuber,Wolfgang,1961-04-25,,male,http://www.wikidata.org/entity/Q41329,,PAD_08245
Hoscher,Dietmar,1962-06-05,,male,http://www.wikidata.org/entity/Q1741,,PAD_08255
Hagen,Christoph,1968-12-28,,male,http://www.wikidata.org/entity/Q699781,,PAD_08256
Aspöck,Robert,1943-06-23,2018-03-07,male,http://www.wikidata.org/entity/Q34713,http://www.wikidata.org/entity/Q34713,PAD_08375
Sickl,Elisabeth,1940-01-13,,female,http://www.wikidata.org/entity/Q1741,,PAD_08655
Grasser,Karl-Heinz,1969-01-02,,male,http://www.wikidata.org/entity/Q41753,,PAD_08656
Strasser,Ernst,1956-04-29,,male,http://www.wikidata.org/entity/Q256996,,PAD_08657
Waneck,Reinhart,1945-10-16,,male,http://www.wikidata.org/entity/Q1735,,PAD_08675
Finz,Alfred,1943-10-07,,male,http://www.wikidata.org/entity/Q1741,,PAD_08676
Hakl,Karin,1967-11-07,,female,http://www.wikidata.org/entity/Q1735,,PAD_08695
Mitterlehner,Reinhold,1955-12-10,,male,http://www.wikidata.org/entity/Q679532,,PAD_08696
Brugger,Bernd,1953-03-25,,male,http://www.wikidata.org/entity/Q583485,,PAD_08735
Burket,Ilse,1948-08-07,,female,http://www.wikidata.org/entity/Q670770,,PAD_08795
Höllerer,Anna,1953-11-27,,female,http://www.wikidata.org/entity/Q1533505,,PAD_08855
Böhmdorfer,Dieter,1943-05-11,,male,http://www.wikidata.org/entity/Q320950,,PAD_08875
Kubitschek,Maria,1962-08-16,,female,http://www.wikidata.org/entity/Q660428,,PAD_09073
Loos,Johann,1949-07-18,2018-07-18,male,http://www.wikidata.org/entity/Q618270,,PAD_09168
Wochesländer,Jutta,1948-03-10,2009-09-19,female,http://www.wikidata.org/entity/Q131612,,PAD_09509
Schultes,Hermann,1953-09-18,,male,http://www.wikidata.org/entity/Q1741,,PAD_09775
Hetzl,Gerhard,1971-05-22,,male,http://www.wikidata.org/entity/Q13298,,PAD_10092
Hakel,Elisabeth,1977-12-17,,female,http://www.wikidata.org/entity/Q260320,,PAD_10256
Becker,Heinz,1950-06-29,,male,http://www.wikidata.org/entity/Q486450,,PAD_10300
Mandl,Lukas,1979-07-12,,male,http://www.wikidata.org/entity/Q1741,,PAD_10301
Strolz,Matthias,1973-06-10,,male,http://www.wikidata.org/entity/Q494504,,PAD_10304
Forstinger,Monika,1963-07-15,,female,http://www.wikidata.org/entity/Q264819,,PAD_10336
Stadler,Астрыд,1961-05-11,,female,http://www.wikidata.org/entity/Q681920,,PAD_10342
Vana,Monika,1969-09-14,,female,http://www.wikidata.org/entity/Q1741,,PAD_10346
Freigaßner,Evelyn,1955-07-03,,female,http://www.wikidata.org/entity/Q485294,,PAD_10613
Totschnig,Norbert,1974-06-06,,male,http://www.wikidata.org/entity/Q336250,,PAD_10778
Lapp,Christine,1962-12-14,,female,http://www.wikidata.org/entity/Q1741,,PAD_11570
Donnerbauer,Heribert,1965-08-04,,male,http://www.wikidata.org/entity/Q1741,,PAD_11955
Csörgits,Renate,1954-11-23,,female,http://www.wikidata.org/entity/Q1741,,PAD_11957
Trettenbrein,Harald,1957-10-17,,male,http://www.wikidata.org/entity/Q487527,,PAD_12185
Horn,Josef,1947-11-20,,male,http://www.wikidata.org/entity/Q2289311,,PAD_12247
Reichhardt,Andreas,1968-10-23,,male,http://www.wikidata.org/entity/Q1741,,PAD_12479
Langreiter,Hans,1961-04-09,,male,http://www.wikidata.org/entity/Q183228,,PAD_12553
Haubner,Peter,1960-01-02,,male,http://www.wikidata.org/entity/Q34713,,PAD_12741
Grillitsch,Fritz,1959-07-13,,male,http://www.wikidata.org/entity/Q263107,,PAD_12907
Blasisker,Josef,1952-03-19,,male,http://www.wikidata.org/entity/Q336250,,PAD_12928
Wittauer,Klaus,1960-06-30,,male,http://www.wikidata.org/entity/Q1735,,PAD_13032
Fleckl,Anita,1967-05-16,,female,http://www.wikidata.org/entity/Q675678,,PAD_13125
Abraham,Gerhard,1947-10-24,,male,http://www.wikidata.org/entity/Q487527,,PAD_13649
Rohrs,Konstanze,1962-12-08,,female,http://www.wikidata.org/entity/Q41753,,PAD_14043
Rausch,Bettina,1979-12-25,,female,http://www.wikidata.org/entity/Q280450,,PAD_14275
Rosenkranz,Barbara,1958-06-20,,female,http://www.wikidata.org/entity/Q34713,,PAD_14693
Mandak,Sabine,1956-09-10,,female,http://www.wikidata.org/entity/Q131612,,PAD_14694
Sburny,Michaela,1959-05-17,,female,http://www.wikidata.org/entity/Q1741,,PAD_14695
Rest-Hinterseer,Heidemarie,1959-02-23,,female,http://www.wikidata.org/entity/Q187572,,PAD_14696
Auer,Klaus,1962-10-08,,male,http://www.wikidata.org/entity/Q871601,,PAD_14733
Böhm,Franz,1960-10-07,,male,http://www.wikidata.org/entity/Q34713,,PAD_14753
Essl,Franz,1957-07-19,,male,http://www.wikidata.org/entity/Q669681,,PAD_14755
Franz,Anna,1953-10-23,,female,http://www.wikidata.org/entity/Q671238,,PAD_14756
Grunberger,Silvia,1981-07-03,,female,http://www.wikidata.org/entity/Q126321,,PAD_14757
Glaser,Franz,1948-11-18,,male,http://www.wikidata.org/entity/Q662349,,PAD_14758
Huainigg,Franciscus Iosephus,1966-06-16,,male,http://www.wikidata.org/entity/Q660468,,PAD_14759
Hütl,Günther,1950-05-29,,male,http://www.wikidata.org/entity/Q660453,,PAD_14760
Kainz,Christoph,1967-04-27,,male,http://www.wikidata.org/entity/Q277965,,PAD_14761
Kapeller,Norbert,1970-01-07,,male,http://www.wikidata.org/entity/Q143140,,PAD_14762
Machne,Helga,1938-08-30,,female,http://www.wikidata.org/entity/Q336250,,PAD_14763
Marek,Christine,1968-01-26,,female,http://www.wikidata.org/entity/Q3994,,PAD_14764
Baek,Jochen,1981-04-01,,male,http://www.wikidata.org/entity/Q368598,,PAD_14765
Praßl,Michael,1955-09-15,,male,http://www.wikidata.org/entity/Q672717,,PAD_14766
Rädler,Johann,1952-06-13,,male,http://www.wikidata.org/entity/Q691705,,PAD_14767
Riener,Barbara,1962-12-15,,female,http://www.wikidata.org/entity/Q1741,,PAD_14768
Sieber,Norbert,1969-01-12,,male,http://www.wikidata.org/entity/Q1737,,PAD_14769
Schiefermair,Notburga,1966-05-19,,female,http://www.wikidata.org/entity/Q178582,,PAD_14771
Steindl,Konrad,1955-09-03,,male,http://www.wikidata.org/entity/Q568871,,PAD_14793
Winkler,Josef,1950-09-11,,male,http://www.wikidata.org/entity/Q667440,,PAD_14794
Wöginger,August,1974-11-02,,male,http://www.wikidata.org/entity/Q4190,,PAD_14795
Wendl,Ingrid,1940-05-17,,female,http://www.wikidata.org/entity/Q1741,,PAD_14834
Bayr,Petra,1968-04-28,,female,http://www.wikidata.org/entity/Q1741,,PAD_14835
Becher,Ruth,1956-01-28,,female,http://www.wikidata.org/entity/Q1741,,PAD_14836
Broukal,Josef,1946-11-09,,male,http://www.wikidata.org/entity/Q1741,,PAD_14837
Grossmann,Elisabeth,1968-11-25,,female,http://www.wikidata.org/entity/Q13298,,PAD_14839
Keck,Dietmar,1957-04-27,,male,http://www.wikidata.org/entity/Q41329,,PAD_14840
Königsberger-Ludwig,Ulrike,1965-05-12,,female,http://www.wikidata.org/entity/Q41329,,PAD_14841
Krainer,Kai,1968-09-09,,male,http://www.wikidata.org/entity/Q1741,,PAD_14842
Krist,Hermann,1959-07-21,,male,http://www.wikidata.org/entity/Q257130,,PAD_14843
Matznetter,Christoph,1959-06-08,,male,http://www.wikidata.org/entity/Q1741,,PAD_14844
Moser,Johann,1954-02-03,,male,http://www.wikidata.org/entity/Q875641,,PAD_14845
Puswald,Christian,1958-03-15,,male,http://www.wikidata.org/entity/Q13298,,PAD_14846
Scharer,Erika,1952-02-11,,female,http://www.wikidata.org/entity/Q660671,,PAD_14847
Schönpass,Rosemarie,1952-08-26,,female,http://www.wikidata.org/entity/Q669595,,PAD_14848
Schopf,Walter,1956-11-23,,male,http://www.wikidata.org/entity/Q260320,,PAD_14849
Spindelberger,Erwin,1956-04-24,,male,http://www.wikidata.org/entity/Q623049,,PAD_14850
Stadlbauer,Bettina,1967-04-22,,female,http://www.wikidata.org/entity/Q41329,,PAD_14851
Steier,Gerhard,1956-09-19,,male,http://www.wikidata.org/entity/Q663474,,PAD_14852
Walther,Heidrun,1952-03-13,,female,http://www.wikidata.org/entity/Q672498,,PAD_14853
Achleitner,Elke,1964-04-02,,female,http://www.wikidata.org/entity/Q267791,,PAD_14854
Bleckmann,Magda,1968-06-05,,female,http://www.wikidata.org/entity/Q13298,,PAD_14855
Bucher,Josef,1965-08-19,,male,http://www.wikidata.org/entity/Q871601,,PAD_14856
Walch,Maximilian,1952-02-03,,male,http://www.wikidata.org/entity/Q666964,,PAD_14858
Preineder,Martin,1962-05-01,,male,http://www.wikidata.org/entity/Q131612,,PAD_14875
Scheuch,Uwe,1969-06-15,,male,http://www.wikidata.org/entity/Q483522,,PAD_14893
Scheucher-Pichler,Elisabeth,1954-02-28,,female,http://www.wikidata.org/entity/Q41753,,PAD_14896
Danninger,Jochen,1975-05-19,,male,http://www.wikidata.org/entity/Q267791,,PAD_15161
Ikrath,Peter,1953-05-10,,male,http://www.wikidata.org/entity/Q41329,,PAD_15181
Gorbach,Губэрт,1956-07-27,,male,http://www.wikidata.org/entity/Q698577,,PAD_15464
Pröll,Josef,1968-09-14,,male,http://www.wikidata.org/entity/Q494283,,PAD_15465
Lopatka,Reinhold,1960-01-27,,male,http://www.wikidata.org/entity/Q669945,,PAD_15526
Mikesch,Herta,1960-10-07,,female,http://www.wikidata.org/entity/Q278447,,PAD_15527
Lichtenegger,Elmar,1974-05-25,,male,http://www.wikidata.org/entity/Q41753,,PAD_15528
